id,name_ja,name_ko,name_en,name_zh_hans,name_zh_hant,grade_ja,grade_ko,grade_en,grade_zh_hans,grade_zh_hant,app_name_ja,app_name_ko,app_name_en,app_name_zh_hans,app_name_zh_hant,attribute_ja,attribute_ko,attribute_en,attribute_zh_hans,attribute_zh_hant,special_moves_ja,special_moves_ko,special_moves_en,special_moves_zh_hans,special_moves_zh_hant,profile_ja,profile_ko,profile_en,profile_zh_hans,profile_zh_hant,illustration_listed,icon_listed,illustration_url,icon_url_listed,related_ids_ja_snapshot,related_dynamic_snapshot,url_ja,url_ko,url_en,url_zh_hans,url_zh_hant,anomaly_flags
37,コピペモン,카피페몬,Copipemon,复制粘贴兽,複製貼上獸,並,스탠다드,Standard,普,普,コピペ,복사&붙여넣기,Copy & Paste,复制粘贴,複製貼上,システム,시스템,System,系统,系統,コピー＆ペースト | チープイミテーション,복사&붙여넣기 | 칩 이미테이션,Copy-Paste | Cheap Imitation,复制&粘贴 | 廉价仿制,複製＆貼上 | 廉價仿製,対象のデータを複製することができるアプモン。論文や絵画、果てはアプモンまで、簡単に本物そっくりのコピーを作ってしまう。,"대상인 데이터를 복제할 수 있는 어플몬. 논문과 그림, 결국은 어플몬까지, 꼭 닮은 복제품을 손쉽게 만들어버린다.","An Appmon that can duplicate its targets' data. It can effortlessly produce a realistic copy of everything from documents to paintings, and even other Appmons.",能够复制对象数据的应用兽。无论是论文或者绘画，甚至就连应用兽本身，他都能复制出一个一模一样的来。,能複製對象數據的APP獸。不論是論文、圖畫，甚至是APP獸都能輕易地做出跟原版一模一樣的複製品。,True,True,https://digimon.net/cimages/appmon/img_chara_037.jpg,https://digimon.net/cimages/appmon/img_icon_037.png,90 | 52 | 39,True,https://digimon.net/appmon/detail.php?id=37,https://digimon.net/appmon_ko/detail.php?id=37,https://digimon.net/appmon_en/detail.php?id=37,https://digimon.net/appmon_zh-CHS/detail.php?id=37,https://digimon.net/appmon_zh-CHT/detail.php?id=37,ko_profile_uses_eopeulmon_not_page_title_apeumon
38,セーブモン,세이브몬,Savemon,储存兽,存檔獸,並,스탠다드,Standard,普,普,バックアップ,백업,Backup,数据备份,備份,システム,시스템,System,系统,系統,セービングバブル | スプリットメモリー,세이빙 버블 | 스플릿 메모리,Saving Bubble | Split Memory,保存气泡 | 分割储存,存檔泡泡 | 記憶分裂,データのバックアップをつくり、保存する能力を持つアプモン。このバックアップがあれば、対象の状態を当時に戻すこともできる。,데이터 백업을 만들어 저장하는 능력을 지닌 어플몬. 해당 백업 자료가 있으면 대상의 상태를 이전으로 되돌릴 수도 있다.,"An Appmon that can create and store data backups. Using those backups, it can restore its targets to past versions of themselves.",能够备份、保存数据的应用兽。只要持有储存兽生成的备份文件，便可以将对象恢复成备份时的状态。,能製作備份數據並將其保存的APP獸。擁有備份數據的話，就可以讓對象恢復到備份當時的狀態。,True,True,https://digimon.net/cimages/appmon/img_chara_038.jpg,https://digimon.net/cimages/appmon/img_icon_038.png,29 | 35 | 89,True,https://digimon.net/appmon/detail.php?id=38,https://digimon.net/appmon_ko/detail.php?id=38,https://digimon.net/appmon_en/detail.php?id=38,https://digimon.net/appmon_zh-CHS/detail.php?id=38,https://digimon.net/appmon_zh-CHT/detail.php?id=38,ko_profile_uses_eopeulmon_not_page_title_apeumon
39,カベモン,월몬,Kabemon,壁纸兽,桌布獸,並,스탠다드,Standard,普,普,壁紙,배경 화면,Wallpaper,壁纸,桌布,システム,시스템,System,系统,系統,リアルプロジェクション | リカバリーウォール,리얼 프로젝션 | 리커버리 월,Real Projection | Recovery Wall,全真投射 | 复原壁,真實投影 | 恢復之牆,壁に投影した光景を、実際に具現化する能力を持つアプモン。投影する範囲が広ければ広いほど、変化する環境も大きくなる。,벽에 투영한 광경을 실제로 구현하는 능력을 지닌 어플몬. 투영하는 범위가 넓으면 넓을수록 변화하는 환경도 커진다.,"At Appmon that can materialize any image it projects on a wall into the real world. The wider the projection, the greater it changes its environment.",该应用兽拥有将投影到墙壁上的场景实体化的能力。投影的范围越大，实体化后的场景也就越大。,能將投影在牆壁上的景色具現化的APP獸。投影的範圍越廣，具現化時變化的環境範圍也就越大。,True,True,https://digimon.net/cimages/appmon/img_chara_039.jpg,https://digimon.net/cimages/appmon/img_icon_039.png,87 | 24 | 49,True,https://digimon.net/appmon/detail.php?id=39,https://digimon.net/appmon_ko/detail.php?id=39,https://digimon.net/appmon_en/detail.php?id=39,https://digimon.net/appmon_zh-CHS/detail.php?id=39,https://digimon.net/appmon_zh-CHT/detail.php?id=39,ko_profile_uses_eopeulmon_not_page_title_apeumon
40,エコモン,에코몬,Ecomon,节能兽,節能獸,並,스탠다드,Standard,普,普,省エネ,에너지 절약,Energy Saving,节能环保,節能,システム,시스템,System,系统,系統,エコロジーグラウンド | バッテリドレイン,이콜로지 그라운드 | 배터리 드레인,Ecology Ground | Battery Drain,绿色力场 | 电量吸收,環保競技場 | 電池放電,エネルギーの消費を抑える能力を持つアプモン。頭部の葉っぱから太陽エネルギーを変換して自らの活動源としている。,에너지 소비를 억제하는 능력을 지닌 어플몬. 머리에 있는 잎에서 태양 에너지를 변환하여 자신의 활동을 위한 에너지로 삼는다.,An Appmon that can reduce energy consumption. It converts solar energy with the leaves atop its head to power its own activities.,该应用兽拥有抑制能源消耗的能力，可以利用头顶上的嫩叶将太阳能转化成自己的动能。,能抑制能源消耗的APP獸。可利用頭部的葉子轉變太陽能來作為自己的活動能源。,True,True,https://digimon.net/cimages/appmon/img_chara_040.jpg,https://digimon.net/cimages/appmon/img_icon_040.png,24 | 68 | 49,True,https://digimon.net/appmon/detail.php?id=40,https://digimon.net/appmon_ko/detail.php?id=40,https://digimon.net/appmon_en/detail.php?id=40,https://digimon.net/appmon_zh-CHS/detail.php?id=40,https://digimon.net/appmon_zh-CHT/detail.php?id=40,ko_profile_uses_eopeulmon_not_page_title_apeumon
41,ピーポモン,삐뽀몬,Pipomon,警笛兽,警報獸,並,스탠다드,Standard,普,普,注意報,경보,Warning,警报,警報,システム,시스템,System,系统,系統,スパイドロイド | パニックセントリー,스파이 드로이드 | 패닉 센트리,Spy Droid | Panic Sentry,间谍机器人 | 动乱警卫兵,密探機器人 | 恐慌哨兵,周囲の危険を感知する能力を持つアプモン。彼の小型偵察機が不審物を発見すると、頭のパトランプが光りサイレンが鳴り響く。,주변의 위험을 감지하는 능력을 지닌 어플몬. 삐뽀몬의 소형 정찰기가 수상한 물건을 발견하면 머리에 있는 장치가 빛나며 사이렌이 울려 퍼진다.,"An Appmon that can sense danger in its surroundings. When its miniature reconnaissance drones detect something suspicious, it blares the police siren atop its head.",该应用兽拥有感知周围危险的能力。当他的微型侦察机发现可疑物品时，警笛兽头上的警灯便会在亮起来的同时发出巨大的警报声。,能感知到周遭危險的APP獸。他的小型偵察機若發現可疑物體，頭上的警燈就會發光並鳴放警笛聲。,True,True,https://digimon.net/cimages/appmon/img_chara_041.jpg,https://digimon.net/cimages/appmon/img_icon_041.png,88 | 32 | 33,True,https://digimon.net/appmon/detail.php?id=41,https://digimon.net/appmon_ko/detail.php?id=41,https://digimon.net/appmon_en/detail.php?id=41,https://digimon.net/appmon_zh-CHS/detail.php?id=41,https://digimon.net/appmon_zh-CHT/detail.php?id=41,ko_profile_uses_eopeulmon_not_page_title_apeumon
42,デンパモン,시그널몬,Denpamon,电波兽,電波獸,並,스탠다드,Standard,普,普,通信,통신,Communication,通信,通訊,システム,시스템,System,系统,系統,シークサークル | クリーンシグナル,시크 서클 | 클린 시그널,Radar Circle | Screen Signal,搜索圈 | 净化信号,搜索圈 | 乾淨信號,特殊な電波を放ち、近くにいるアプモンの位置や数を感知できるアプモン。対アプモンのかくれんぼでは、無敗の実績を誇る。,특수한 전파를 쏴서 가까이 있는 어플몬의 위치와 수를 감지할 수 있는 어플몬. 다른 어플몬과의 숨바꼭질에서는 필승을 자랑한다.,An Appmon that can detect the number and location of nearby Appmons by emitting special signals. It has never once lost a game of hide-and-seek against Appmons.,该应用兽可以释放出特殊的电磁波来探测附近应用兽的分布位置和数量。在应用兽之间，电波兽是躲猫猫游戏的常胜将军，多年来未尝一败。,能釋放特殊的電波來感知附近APP獸的位置和數量。在與APP獸間的捉迷藏紀錄中，擁有自豪的不敗戰績。,True,True,https://digimon.net/cimages/appmon/img_chara_042.jpg,https://digimon.net/cimages/appmon/img_icon_042.png,85 | 5,True,https://digimon.net/appmon/detail.php?id=42,https://digimon.net/appmon_ko/detail.php?id=42,https://digimon.net/appmon_en/detail.php?id=42,https://digimon.net/appmon_zh-CHS/detail.php?id=42,https://digimon.net/appmon_zh-CHT/detail.php?id=42,ko_profile_uses_eopeulmon_not_page_title_apeumon
43,オンモン,온몬,Onmon,上线兽,連線獸,並,스탠다드,Standard,普,普,オンライン,온라인,Online,上线,連線,ゲーム,게임,Game,游戏,遊戲,スイッチスパーク | ツナゲルリンク,스위치 스파크 | 커넥팅 링크,Spark Switch | Energy Link,兴奋开关 | 连结链接,開關火花 | 連線相接,パチッとスイッチを入れるように、対象のやる気をいきなりマックスにする能力を持つアプモン。能力同様、本人も常にやる気満々。,깜박하고 스위치를 켜듯이 대상의 의욕을 갑자기 최고로 만드는 능력을 지닌 어플몬. 능력과 마찬가지로 본인도 항상 의욕이 넘친다.,"An Appmon that can instantly maximize its targets' motivation levels, like flicking on a switch. Fitting of an Appmon with its motivational ability, it's always ready and raring to go.",该应用兽拥有将对象的积极性瞬间最大化的能力——就像啪地一声为他们打开了身上的某个开关一样。跟自己的能力一样，连线兽自身也总是干劲十足。,就像突然打開開關一樣，擁有能瞬間將對象APP獸的幹勁提升到最大的能力。與能力相同，他本身也總是幹勁十足的狀態。,True,True,https://digimon.net/cimages/appmon/img_chara_043.jpg,https://digimon.net/cimages/appmon/img_icon_043.png,1 | 76 | 112,True,https://digimon.net/appmon/detail.php?id=43,https://digimon.net/appmon_ko/detail.php?id=43,https://digimon.net/appmon_en/detail.php?id=43,https://digimon.net/appmon_zh-CHS/detail.php?id=43,https://digimon.net/appmon_zh-CHT/detail.php?id=43,ko_profile_uses_eopeulmon_not_page_title_apeumon
44,オフモン,오프몬,Offmon,离线兽,離線獸,並,스탠다드,Standard,普,普,オフライン,오프라인,Offline,离线,離線,ゲーム,게임,Game,游戏,遊戲,スイッチレイジー | タチキルリンク,스위치 레이지 | 디스커넥팅 링크,Lazy Switch | Idle Link,慵懒开关 | 切断链接,懶惰開關 | 切斷連線,パチッとスイッチを切るように、対象のやる気をいきなりゼロにする能力を持つアプモン。能力のせいか、本人もいつも気だるげ。,깜박하고 스위치를 끄듯이 대상의 의욕을 갑자기 바닥나게 만드는 능력을 지닌 어플몬. 능력 때문인지 본인도 항상 나른하다.,"An Appmon that can instantly deflate its targets' motivation levels, like flicking off a switch. Perhaps because of its demotivational ability, it finds any and everything it attempts a real chore.",该应用兽拥有将对象的积极性瞬间归零的能力——就像啪地一声为他们关闭了身上的某个开关一样。不知是不是因为能力的原因，下线兽总是显得非常没有干劲。,就像突然關閉開關一樣，擁有能瞬間將對象APP獸的幹勁消除的能力。不知道是不是受能力影響，他自己也總是很慵懶。,True,True,https://digimon.net/cimages/appmon/img_chara_044.jpg,https://digimon.net/cimages/appmon/img_icon_044.png,77 | 33 | 121,True,https://digimon.net/appmon/detail.php?id=44,https://digimon.net/appmon_ko/detail.php?id=44,https://digimon.net/appmon_en/detail.php?id=44,https://digimon.net/appmon_zh-CHS/detail.php?id=44,https://digimon.net/appmon_zh-CHT/detail.php?id=44,ko_profile_uses_eopeulmon_not_page_title_apeumon
45,ドカモン,콰광몬,Dokamon,多卡兽,多卡獸,並,스탠다드,Standard,普,普,アクション,액션,Action,全真投射,動作,ゲーム,게임,Game,游戏,遊戲,ドカドカラッシュ | ドッカンパンチ,우르르 러시 | 쾅 펀치,Wild Rush | Savage Punch,多卡多卡冲刺 | 炸裂飞拳,多卡多卡連擊 | 砰擊拳頭,強い相手と戦うほどに燃え上がる、根っからの暴れん坊。高い身体能力と頑丈な拳を持ち、常に自分の力を試す機会を求めている。,강한 상대와 전투할 정도로 불타오르는 천성적으로 난폭한 어플몬. 높은 신체 능력과 튼튼한 주먹을 지녔기에 항상 자신의 힘을 시험할 기회를 찾는다.,"A true ruffian, the stronger its opponent is, the stronger its own fighting spirit becomes. With immense physical strength and heavy-duty fists, it's always looking for an opportunity to test its limits.",敌人越强斗志越旺的应用兽，骨子里就是一个不服就干的暴脾气。多卡兽有着高超的运动能力和一对结实无比的拳头，所以他时常都在寻找着测试自身战斗力的机会。,與越是強大的對手戰鬥，鬥志就越旺盛，是天生的好鬥之徒。擁有強健的身體能力和結實的拳頭，總是在尋求能測試自身力量的機會。,True,True,https://digimon.net/cimages/appmon/img_chara_045.jpg,https://digimon.net/cimages/appmon/img_icon_045.png,96 | 66 | 93,True,https://digimon.net/appmon/detail.php?id=45,https://digimon.net/appmon_ko/detail.php?id=45,https://digimon.net/appmon_en/detail.php?id=45,https://digimon.net/appmon_zh-CHS/detail.php?id=45,https://digimon.net/appmon_zh-CHT/detail.php?id=45,ko_profile_uses_eopeulmon_not_page_title_apeumon
46,ショットモン,샷몬,Shotmon,射击兽,射擊獸,並,스탠다드,Standard,普,普,シューティング,슈팅,Shooting,射击游戏,射擊,ゲーム,게임,Game,游戏,遊戲,デッドショット | プレッシャーリボルヴ,데드 샷 | 프레셔 리볼브,Dead Shot | Revolving Pressure,死亡射击 | 威慑性上弹,死亡射擊 | 螺旋加壓,遠距離射撃を得意とする一流の狙撃手。自慢のリボルバーは特別製で、時に気配も音もなく標的をしとめる。,"원거리 사격이 특기인 일류 저격수. 자랑스러워하는 리볼버는 특별히 만든 것으로 때때로 기척도, 소리도 없이 표적을 해치운다.","An elite sniper specialized in long-range attacks. Its prized revolver is custom-made, and can hit its targets from the shadows without so much as a sound.",一流的狙击手，最擅长远距离射击。有时，射击兽会用那把心爱的特制左轮手枪一声不响地消灭他的目标。,擅長遠距離射擊的一流狙擊手。自豪的左輪手槍是特別製作的，有時甚至能悄無聲息地消滅目標。,True,True,https://digimon.net/cimages/appmon/img_chara_046.jpg,https://digimon.net/cimages/appmon/img_icon_046.png,11 | 86 | 21,True,https://digimon.net/appmon/detail.php?id=46,https://digimon.net/appmon_ko/detail.php?id=46,https://digimon.net/appmon_en/detail.php?id=46,https://digimon.net/appmon_zh-CHS/detail.php?id=46,https://digimon.net/appmon_zh-CHT/detail.php?id=46,
47,カードモン,카드몬,Cardmon,卡片兽,卡牌獸,並,스탠다드,Standard,普,普,カード,카드,Card,卡牌游戏,卡牌,ゲーム,게임,Game,游戏,遊戲,ドローフェイズ | ブランクカード,드로 페이즈 | 블랭크 카드,Drawing Phase | Blank Card,抽牌 | 空白卡牌,抽卡階段 | 空白卡牌,体に描かれたカードのような絵柄を入れ替えることで、さまざまな能力を発動するアプモン。絵柄によって性格まで変わってしまう。,몸에 그려진 카드와 같은 그림을 교체해서 다양한 능력을 발동하는 어플몬. 그림에 따라 성격까지 바뀌어버린다.,An Appmon that can activate a variety of abilities by modifying the card-like drawings on its body. Its personality also changes in function of those drawings.,该应用兽可以通过更换身上图案来发动各种能力，这些图案都与游戏卡牌的卡面十分相似。只不过，图案一更换，性格也骤变。,可透過更換描繪在身上如卡牌般的圖案來發動各種能力的APP獸。性格也會根據圖案的不同而發生改變。,True,True,https://digimon.net/cimages/appmon/img_chara_047.jpg,https://digimon.net/cimages/appmon/img_icon_047.png,92 | 23 | 53,True,https://digimon.net/appmon/detail.php?id=47,https://digimon.net/appmon_ko/detail.php?id=47,https://digimon.net/appmon_en/detail.php?id=47,https://digimon.net/appmon_zh-CHS/detail.php?id=47,https://digimon.net/appmon_zh-CHT/detail.php?id=47,ko_profile_uses_eopeulmon_not_page_title_apeumon
48,ロープレモン,롤플레잉몬,Roleplaymon,角色扮演兽,角色扮演獸,並,스탠다드,Standard,普,普,ロープレ,롤플레잉,Role-playing,角色扮演游戏,角色扮演,ゲーム,게임,Game,游戏,遊戲,ホーリーソード | ブレイブシールド,홀리 소드 | 브레이브 쉴드,Holy Sword | Radiant Shield,圣光剑 | 勇气盾,聖劍攻擊 | 勇氣之盾,聖剣を武器に持つ勇者。不思議なカリスマ性があり、他人の家に勝手に上がり込んで物色をしても、なぜか誰にもとがめられない。,"성검을 무기로 지닌 용사. 신비로운 카리스마를 지녔기에, 다른 이의 집에 마음대로 들어가서 물색해도 어째서인지 누구도 나무랄 수 없다.","A hero that wields a holy sword. Strangely charismatic, no one seems to mind when it barges into homes uninvited and rummages through drawers.",以圣剑为武器的勇者。该应用兽拥有极高的人格魅力，即使登堂入室将百姓家中搜刮一空也从来不会受到任何阻拦。,手持聖劍當武器的勇者。具有不可思議的領袖氣質。不知為何就算他擅闖別人家中隨意獲取物品，也不會被人責備。,True,True,https://digimon.net/cimages/appmon/img_chara_048.jpg,https://digimon.net/cimages/appmon/img_icon_048.png,4 | 19 | 96,True,https://digimon.net/appmon/detail.php?id=48,https://digimon.net/appmon_ko/detail.php?id=48,https://digimon.net/appmon_en/detail.php?id=48,https://digimon.net/appmon_zh-CHS/detail.php?id=48,https://digimon.net/appmon_zh-CHT/detail.php?id=48,
49,パズルモン,퍼즐몬,Puzzlemon,智谜兽,益智獸,並,스탠다드,Standard,普,普,パズル,퍼즐,Puzzle,益智类游戏,益智遊戲,ゲーム,게임,Game,游戏,遊戲,ポッピンスリー | エレメントミックス,팝핀 쓰리 | 엘리먼트 믹스,Popping Trio | Element Mix,跃动三人组 | 元素混合,三連彈砰 | 元素混合,３つの体がそれぞれ異なる個性を持つ、少し特殊なアプモン。互いの位置を入れ替えることでタイプの違う攻撃を放つことができる。,3개의 몸이 각각 다른 개성을 지닌 조금 특수한 어플몬. 서로의 위치를 바꾸면 다른 유형의 공격을 날릴 수 있다.,"A rather unusual Appmon with three bodies, each with its own personality. By swapping positions with each other, they can unleash different types of attacks.",该应用兽较为特殊，因为他有三个身体，而每个身体又都拥有各自的性格。益智兽的三个身体可以通过交换位置来发动不同类型的攻击。,三個身體各自擁有不同的性格，有些特殊的APP獸。可透過替換彼此的位置來使出不同類型的攻擊。,True,True,https://digimon.net/cimages/appmon/img_chara_049.jpg,https://digimon.net/cimages/appmon/img_icon_049.png,40 | 87 | 23,True,https://digimon.net/appmon/detail.php?id=49,https://digimon.net/appmon_ko/detail.php?id=49,https://digimon.net/appmon_en/detail.php?id=49,https://digimon.net/appmon_zh-CHS/detail.php?id=49,https://digimon.net/appmon_zh-CHT/detail.php?id=49,ko_profile_uses_eopeulmon_not_page_title_apeumon
50,ダンスモン,댄스몬,Dancemon,舞蹈兽,舞蹈獸,並,스탠다드,Standard,普,普,リズム,리듬,Rhythm,音乐游戏,節奏,ゲーム,게임,Game,游戏,遊戲,アップロックビート | クレイジーステップ,업록 비트 | 크레이지 스텝,Uprock Beat | Crazy Steps,律动战斗步 | 狂热踢踏,戰鬥節拍 | 瘋狂舞步,音楽を聞けば踊りださずにはいられない、生粋のダンサー。「ノればノるほど強くなる」ミュージッ拳を用い、戦闘さえ踊りこなす。,음악을 들으면 무조건 춤을 추게 되는 정통 댄서다. 「리듬을 잘 탈수록 강해지는」 뮤직 주먹을 활용해 전투에서도 춤을 춘다.,"A dancer through and through, it can't help but dance whenever it hears music. It even dances in battle, and the harder it grooves, the harder its musi-fists fly.",天生的舞蹈家，一听到音乐就想跳上一段。他甚至还能挥动着“越舞越强”的“音乐拳”与敌人跳舞似的展开战斗。,一聽到音樂就會情不自禁地跳舞的天生舞者。會使用「越跳越強」的音樂拳，連戰鬥時也能跳舞應戰。,True,True,https://digimon.net/cimages/appmon/img_chara_050.jpg,https://digimon.net/cimages/appmon/img_icon_050.png,100 | 22 | 54,True,https://digimon.net/appmon/detail.php?id=50,https://digimon.net/appmon_ko/detail.php?id=50,https://digimon.net/appmon_en/detail.php?id=50,https://digimon.net/appmon_zh-CHS/detail.php?id=50,https://digimon.net/appmon_zh-CHT/detail.php?id=50,
51,レースモン,레이스몬,Racemon,竞速兽,賽車獸,並,스탠다드,Standard,普,普,レース,레이스,Race,竞速游戏,競賽,ゲーム,게임,Game,游戏,遊戲,アクセルドライブ | レイジーラビット,액셀 드라이브 | 레이지 래빗,Turbo Drive | Lazy Rabbit,油门狂飙 | 懒散野兔,全速駕駛 | 慵懶的突圍者,操縦できない乗り物はないという、凄腕のドライバー。三輪車から宇宙船まで、乗り物の性能を最大限に引き出す能力を持つ。,"모든 탈것을 조종할 수 있다고 알려진 뛰어난 운전사. 세발자전거부터 우주선까지, 탈것의 성능을 최대한 끌어내는 능력을 지녔다.","An expert driver, there is no vehicle it can't operate. It can draw the maximum performance out of any conveyance, from tricycles to spaceships.",优秀的驾驶员，据说世界上没有他开不了的交通工具。该应用兽的能力可以最大限度地发挥出坐骑的性能，无论那是三轮车还是宇宙飞船。,據說能操縱所有交通工具，是位優秀的司機。從三輪車到太空船，擁有能將交通工具的性能發揮到最大限度的能力。,True,True,https://digimon.net/cimages/appmon/img_chara_051.jpg,https://digimon.net/cimages/appmon/img_icon_051.png,61 | 91 | 13,True,https://digimon.net/appmon/detail.php?id=51,https://digimon.net/appmon_ko/detail.php?id=51,https://digimon.net/appmon_en/detail.php?id=51,https://digimon.net/appmon_zh-CHS/detail.php?id=51,https://digimon.net/appmon_zh-CHT/detail.php?id=51,
52,ドローモン,드로몬,Drawmon,颜料兽,繪圖獸,並,스탠다드,Standard,普,普,ペイント,페인트,Paint,绘画,繪圖,エンタメ,엔터테인먼트,Entertainment,娱乐,娛樂,インクシャワー | ペイントメルト,잉크 샤워 | 페인트 멜트,Ink Shower | Paint Melt,墨汁暴雨 | 图层溶解,墨水淋浴 | 顏料溶解,絵の具のようにドロドロの体を持つ、色塗りが得意なアプモン。アートをこよなく愛しているが、本人の描く絵は少しヘタクソ。,"그림물감처럼 질척거리는 몸을 지닌 색칠이 특기인 어플몬. 예술을 더할 나위 없이 사랑하지만, 본인의 그림 실력은 조금 형편없다.","An artistic Appmon with a body slushy like paint. Although it loves nothing so much as coloring, you might not want to hang the art it produces on your wall.",该应用兽有着颜料般粘稠的身体，非常擅长为绘画上色。虽然颜料兽十分热爱美术，但遗憾的是他自己画的作品其实并不怎么好看。,擁有像繪畫工具一般黏糊糊的身體，是擅長塗色的APP獸。非常喜愛藝術，但本人的畫作卻略顯拙劣。,True,True,https://digimon.net/cimages/appmon/img_chara_052.jpg,https://digimon.net/cimages/appmon/img_icon_052.png,25 | 56 | 39,True,https://digimon.net/appmon/detail.php?id=52,https://digimon.net/appmon_ko/detail.php?id=52,https://digimon.net/appmon_en/detail.php?id=52,https://digimon.net/appmon_zh-CHS/detail.php?id=52,https://digimon.net/appmon_zh-CHT/detail.php?id=52,ko_profile_uses_eopeulmon_not_page_title_apeumon
53,テラーモン,텔러몬,Tellermon,预言兽,預知獸,並,스탠다드,Standard,普,普,占い,점술,Fortune Telling,占卜,占卜,エンタメ,엔터테인먼트,Entertainment,娱乐,娛樂,フォーチュンテラー | スフィアインパクト,포춘 텔러 | 스피어 임팩트,Fortune-Teller | Sphere Impact,未知预言 | 水晶球冲击,算命師 | 水晶球衝擊,ミステリアスな予言者であり、アプモンに人気の占い師。データでできた水晶玉を通して、対象の少し未来の姿を見ることができる。,불가사의한 예언자이며 어플몬에게 인기 있는 점술사. 데이터로 만들어진 수정 구슬을 통해 대상의 가까운 미래를 볼 수 있다.,"A mysterious soothsayer, it is a popular fortune-teller among Appmons. By gazing into a crystal ball made of pure data, it can see into the not-so-distant future of its targets.",神秘的预言家，在应用兽界非常有人气。通过由数据组成的水晶球，预言兽可以预测对象不久后的未来。,神秘的預言者，是位很受APP獸歡迎的占卜師。能透過用數據做成的水晶球看到對象不久之後的未來樣貌。,True,True,https://digimon.net/cimages/appmon/img_chara_053.jpg,https://digimon.net/cimages/appmon/img_icon_053.png,47 | 59 | 98,True,https://digimon.net/appmon/detail.php?id=53,https://digimon.net/appmon_ko/detail.php?id=53,https://digimon.net/appmon_en/detail.php?id=53,https://digimon.net/appmon_zh-CHS/detail.php?id=53,https://digimon.net/appmon_zh-CHT/detail.php?id=53,ko_profile_uses_eopeulmon_not_page_title_apeumon
54,ミュージモン,뮤지몬,Musimon,音乐兽,音樂獸,並,스탠다드,Standard,普,普,音楽,음악,Music,音乐,音樂,エンタメ,엔터테인먼트,Entertainment,娱乐,娛樂,ミュージックアワー！ | ハッピープレイリスト,뮤직 아워! | 해피 플레이리스트,Music Hour | Happy Playlist,奏乐时间！ | 快乐歌单,音樂時刻！ | 歡樂歌單,「音楽は世界を変える」がモットーのミュージシャン。彼の生み出す音楽は、聞く相手の心を激しく動かす。,「음악은 세계를 바꾼다」가 모토인 뮤지션. 뮤지몬이 만들어내는 음악은 듣는 상대의 마음을 격하게 흔든다.,A musician whose motto is music can change the world. The music it produces has a powerful emotional impact on its audience.,信奉“音乐改变世界”的音乐家。她所创作的音乐能够强烈地打动听众的心灵。,以「音樂能改變世界」為座右銘的音樂家。他所奏出的音樂能撼動聽眾的心靈。,True,True,https://digimon.net/cimages/appmon/img_chara_054.jpg,https://digimon.net/cimages/appmon/img_icon_054.png,100 | 50 | 22,True,https://digimon.net/appmon/detail.php?id=54,https://digimon.net/appmon_ko/detail.php?id=54,https://digimon.net/appmon_en/detail.php?id=54,https://digimon.net/appmon_zh-CHS/detail.php?id=54,https://digimon.net/appmon_zh-CHT/detail.php?id=54,
55,ペロリモン,덥석몬,Perorimon,舔舔兽,舔舔獸,並,스탠다드,Standard,普,普,グルメ,맛집,Gourmet,美食,美食,エンタメ,엔터테인먼트,Entertainment,娱乐,娛樂,テイスティングバイト | ペロリンログ,테이스팅 바이트 | 꿀꺽 로그,Tasting Bite | Yummy Log,齿颊生香 | 美味回忆,試吃咀嚼 | 品嘗記錄,食事の時間を何より愛する食いしん坊。普段はとてものんびり屋だが、空腹時には食べ物を求めて凶暴な性格になる。,식사 시간을 가장 사랑하는 먹보. 평소에는 굉장히 느긋하지만 공복일 때는 음식을 찾으며 포악한 성격이 된다.,"A glutton whose favorite time is mealtime. Although it's quite laid-back when its stomach is full, it will flip the table over to find food when it grows hungry.",贯彻“爱吃”二字的大吃货。舔舔兽平日里是个慢性子，但只要他一饿肚子就会变得非常狂暴，到处疯狂地寻找食物。,無比重視吃飯時間的貪吃鬼。平時的性情很悠閒，但是在肚子餓的時候會為了追求食物而變凶暴。,True,True,https://digimon.net/cimages/appmon/img_chara_055.jpg,https://digimon.net/cimages/appmon/img_icon_055.png,66 | 93 | 45,True,https://digimon.net/appmon/detail.php?id=55,https://digimon.net/appmon_ko/detail.php?id=55,https://digimon.net/appmon_en/detail.php?id=55,https://digimon.net/appmon_zh-CHS/detail.php?id=55,https://digimon.net/appmon_zh-CHT/detail.php?id=55,
